theme,kind,vendor_slug,vendor_name,domain,plan_name,monthly_usd,annual_discount_pct,billing_model,setup_fee_usd,minutes_included,calls_included,overage_per_min,overage_per_call,hipaa,baa,soc2,gdpr,free_tier,free_trial_days,key_features,best_for,integrations,source_url,accessed_at,corroboration_url
press-release-distribution,catalog,prweb,PRWeb,prweb.com,Advanced,360,,flat,,,,,,,,,,,,,,,https://www.prweb.com/pricing/,2026-06-14,
press-release-distribution,catalog,prweb,PRWeb,prweb.com,Premium,480,,flat,,,,,,,,,,,,,,,https://www.prweb.com/pricing/,2026-06-14,
press-release-distribution,catalog,newswire,Newswire,newswire.com,Starter,399,,flat,,,,,,,,,,,,,,,https://www.newswire.com/press-release-distribution/pricing/,2026-06-14,https://www.newswire.com/pricing/domestic/1
press-release-distribution,catalog,newswire,Newswire,newswire.com,State Distribution,599,,flat,,,,,,,,,,,,,,,https://www.newswire.com/press-release-distribution/pricing/,2026-06-14,https://www.newswire.com/pricing/domestic/1
press-release-distribution,catalog,newswire,Newswire,newswire.com,Basic,659,,flat,,,,,,,,,,,,,,,https://www.newswire.com/press-release-distribution/pricing/,2026-06-14,https://www.newswire.com/pricing/domestic/1
press-release-distribution,catalog,newswire,Newswire,newswire.com,Feature,965,,flat,,,,,,,,,,,,,,,https://www.newswire.com/press-release-distribution/pricing/,2026-06-14,https://www.newswire.com/pricing/domestic/1
press-release-distribution,catalog,send2press,Send2Press,send2press.com,U.S. Online Basic,99,,flat,,,,,,,,,,,,,,,https://www.send2press.com/services/price-list.shtml,2026-06-14,https://www.send2press.com/rates/
press-release-distribution,catalog,send2press,Send2Press,send2press.com,U.S. State Basic,129,,flat,,,,,,,,,,,,,,,https://www.send2press.com/services/price-list.shtml,2026-06-14,
press-release-distribution,catalog,send2press,Send2Press,send2press.com,U.S. National Basic,199,,flat,,,,,,,,,,,,,,,https://www.send2press.com/services/price-list.shtml,2026-06-14,https://www.send2press.com/rates/
press-release-distribution,catalog,send2press,Send2Press,send2press.com,U.S. Online Pro,199,,flat,,,,,,,,,,,,,,,https://www.send2press.com/services/price-list.shtml,2026-06-14,
press-release-distribution,catalog,send2press,Send2Press,send2press.com,U.S. State Pro,219,,flat,,,,,,,,,,,,,,,https://www.send2press.com/services/price-list.shtml,2026-06-14,
press-release-distribution,catalog,send2press,Send2Press,send2press.com,U.S. Industry Basic,219,,flat,,,,,,,,,,,,,,,https://www.send2press.com/services/price-list.shtml,2026-06-14,
press-release-distribution,catalog,send2press,Send2Press,send2press.com,U.S. Industry Pro,249,,flat,,,,,,,,,,,,,,,https://www.send2press.com/services/price-list.shtml,2026-06-14,
press-release-distribution,catalog,send2press,Send2Press,send2press.com,U.S. National Pro,289,,flat,,,,,,,,,,,,,,,https://www.send2press.com/services/price-list.shtml,2026-06-14,https://www.send2press.com/rates/
press-release-distribution,catalog,send2press,Send2Press,send2press.com,U.S. Regional Pro,289,,flat,,,,,,,,,,,,,,,https://www.send2press.com/services/price-list.shtml,2026-06-14,
press-release-distribution,catalog,24-7-press-release,24-7 Press Release,24-7pressrelease.com,Simple Post,29,,flat,,,,,,,,,,,,,,,https://www.24-7pressrelease.com/pricing.php,2026-06-14,
press-release-distribution,catalog,24-7-press-release,24-7 Press Release,24-7pressrelease.com,Visibility Boost,49,,flat,,,,,,,,,,,,,,,https://www.24-7pressrelease.com/pricing.php,2026-06-14,https://www.24-7pressrelease.com/
press-release-distribution,catalog,24-7-press-release,24-7 Press Release,24-7pressrelease.com,PR Network Plus,89,,flat,,,,,,,,,,,,,,,https://www.24-7pressrelease.com/pricing.php,2026-06-14,https://www.24-7pressrelease.com/
press-release-distribution,catalog,24-7-press-release,24-7 Press Release,24-7pressrelease.com,Integrated Media Pro,139,,flat,,,,,,,,,,,,,,,https://www.24-7pressrelease.com/pricing.php,2026-06-14,https://www.24-7pressrelease.com/
press-release-distribution,catalog,24-7-press-release,24-7 Press Release,24-7pressrelease.com,Integrated Media Pro+,199,,flat,,,,,,,,,,,,,,,https://www.24-7pressrelease.com/pricing.php,2026-06-14,https://www.24-7pressrelease.com/
press-release-distribution,catalog,24-7-press-release,24-7 Press Release,24-7pressrelease.com,Mass Media Visibility,479,,flat,,,,,,,,,,,,,,,https://www.24-7pressrelease.com/pricing.php,2026-06-14,https://www.24-7pressrelease.com/
press-release-distribution,catalog,prlog,PRLog,prlog.org,Free,0,,flat,,,,,,,,,,,,,,,https://www.prlog.org/pricing.html,2026-06-14,
press-release-distribution,catalog,prlog,PRLog,prlog.org,Basic,29,,flat,,,,,,,,,,,,,,,https://www.prlog.org/pricing.html,2026-06-14,
press-release-distribution,catalog,prlog,PRLog,prlog.org,Premium,49,,flat,,,,,,,,,,,,,,,https://www.prlog.org/pricing.html,2026-06-14,
press-release-distribution,catalog,prlog,PRLog,prlog.org,Premium2,99,,flat,,,,,,,,,,,,,,,https://www.prlog.org/pricing.html,2026-06-14,
product-analytics,catalog,mixpanel,Mixpanel,mixpanel.com,Free,0,,flat,,,,,,true,,,,,,,,Segment; mParticle; RudderStack; Snowflake; BigQuery; Salesforce; Slack; Marketo,https://mixpanel.com/pricing/,2026-06-13,
product-analytics,catalog,mixpanel,Mixpanel,mixpanel.com,Growth,0,,flat,,,,,,true,,,,,,,,Segment; mParticle; RudderStack; Snowflake; BigQuery; Salesforce; Slack; Marketo,https://mixpanel.com/pricing/,2026-06-13,
product-analytics,catalog,mixpanel,Mixpanel,mixpanel.com,Enterprise,,,flat,,,,,,true,,,,,,,,Segment; mParticle; RudderStack; Snowflake; BigQuery; Salesforce; Slack; Marketo,https://mixpanel.com/pricing/,2026-06-13,
product-analytics,catalog,amplitude,Amplitude,amplitude.com,Starter,0,,flat,,,,,,true,,,,,,,,Segment; Snowflake; BigQuery; Salesforce; Braze; Slack; mParticle; RudderStack,https://amplitude.com/pricing,2026-06-13,
product-analytics,catalog,amplitude,Amplitude,amplitude.com,Plus,49,,flat,,,,,,true,,,,,,,,Segment; Snowflake; BigQuery; Salesforce; Braze; Slack; mParticle; RudderStack,https://amplitude.com/pricing,2026-06-13,
product-analytics,catalog,amplitude,Amplitude,amplitude.com,Growth,,,flat,,,,,,true,,,,,,,,Segment; Snowflake; BigQuery; Salesforce; Braze; Slack; mParticle; RudderStack,https://amplitude.com/pricing,2026-06-13,
product-analytics,catalog,amplitude,Amplitude,amplitude.com,Enterprise,,,flat,,,,,,true,,,,,,,,Segment; Snowflake; BigQuery; Salesforce; Braze; Slack; mParticle; RudderStack,https://amplitude.com/pricing,2026-06-13,
product-analytics,catalog,posthog,PostHog,posthog.com,Free,0,,flat,,,,,,true,true,,,,,,,Segment; Snowflake; BigQuery; Redshift; Stripe; Salesforce; Slack; Zapier,https://posthog.com/pricing,2026-06-13,
product-analytics,catalog,posthog,PostHog,posthog.com,Pay-as-you-go,0,,flat,,,,,,true,true,,,,,,,Segment; Snowflake; BigQuery; Redshift; Stripe; Salesforce; Slack; Zapier,https://posthog.com/pricing,2026-06-13,
product-analytics,catalog,posthog,PostHog,posthog.com,Enterprise,,,flat,,,,,,true,true,,,,,,,Segment; Snowflake; BigQuery; Redshift; Stripe; Salesforce; Slack; Zapier,https://posthog.com/pricing,2026-06-13,
product-analytics,catalog,heap,Heap,heap.io,Free,0,,flat,,,,,,,,,,,,,,Segment; Snowflake; BigQuery; Redshift; Salesforce; Marketo; Slack,https://www.heap.io/pricing,2026-06-13,
product-analytics,catalog,heap,Heap,heap.io,Growth,,,flat,,,,,,,,,,,,,,Segment; Snowflake; BigQuery; Redshift; Salesforce; Marketo; Slack,https://www.heap.io/pricing,2026-06-13,
product-analytics,catalog,heap,Heap,heap.io,Pro,,,flat,,,,,,,,,,,,,,Segment; Snowflake; BigQuery; Redshift; Salesforce; Marketo; Slack,https://www.heap.io/pricing,2026-06-13,
product-analytics,catalog,heap,Heap,heap.io,Premier,,,flat,,,,,,,,,,,,,,Segment; Snowflake; BigQuery; Redshift; Salesforce; Marketo; Slack,https://www.heap.io/pricing,2026-06-13,
product-analytics,catalog,plausible,Plausible Analytics,plausible.io,Starter,9,17,flat,,,,,,,,,,,,,,Google Search Console; Looker Studio; WordPress; Stats API,https://plausible.io/#pricing,2026-06-13,
product-analytics,catalog,plausible,Plausible Analytics,plausible.io,Growth,14,17,flat,,,,,,,,,,,,,,Google Search Console; Looker Studio; WordPress; Stats API,https://plausible.io/#pricing,2026-06-13,
product-analytics,catalog,plausible,Plausible Analytics,plausible.io,Business,19,17,flat,,,,,,,,,,,,,,Google Search Console; Looker Studio; WordPress; Stats API,https://plausible.io/#pricing,2026-06-13,
product-analytics,catalog,plausible,Plausible Analytics,plausible.io,Enterprise,,,flat,,,,,,,,,,,,,,Google Search Console; Looker Studio; WordPress; Stats API,https://plausible.io/#pricing,2026-06-13,
product-analytics,catalog,fathom-analytics,Fathom Analytics,usefathom.com,Starter (100K pageviews),15,17,flat,,,,,,,,,,,,,,WordPress; Webhooks; API; Looker Studio,https://usefathom.com/pricing,2026-06-13,
product-analytics,catalog,fathom-analytics,Fathom Analytics,usefathom.com,200K pageviews,25,17,flat,,,,,,,,,,,,,,WordPress; Webhooks; API; Looker Studio,https://usefathom.com/pricing,2026-06-13,
product-analytics,catalog,fathom-analytics,Fathom Analytics,usefathom.com,500K pageviews,45,17,flat,,,,,,,,,,,,,,WordPress; Webhooks; API; Looker Studio,https://usefathom.com/pricing,2026-06-13,
product-analytics,catalog,fathom-analytics,Fathom Analytics,usefathom.com,1M pageviews,60,17,flat,,,,,,,,,,,,,,WordPress; Webhooks; API; Looker Studio,https://usefathom.com/pricing,2026-06-13,
product-analytics,catalog,fathom-analytics,Fathom Analytics,usefathom.com,Over 25M pageviews,,,flat,,,,,,,,,,,,,,WordPress; Webhooks; API; Looker Studio,https://usefathom.com/pricing,2026-06-13,
product-analytics,catalog,simple-analytics,Simple Analytics,simpleanalytics.com,Starter,19,53,flat,,,,,,,,,,,,,,API; Data export; WordPress; Webflow; Single sign-on (Enterprise),https://www.simpleanalytics.com/pricing,2026-06-13,https://alternatives.co/software/simple-analytics/pricing/
product-analytics,catalog,simple-analytics,Simple Analytics,simpleanalytics.com,Business,59,17,flat,,,,,,,,,,,,,,API; Data export; WordPress; Webflow; Single sign-on (Enterprise),https://www.simpleanalytics.com/pricing,2026-06-13,https://alternatives.co/software/simple-analytics/pricing/
product-analytics,catalog,simple-analytics,Simple Analytics,simpleanalytics.com,Enterprise,,,flat,,,,,,,,,,,,,,API; Data export; WordPress; Webflow; Single sign-on (Enterprise),https://www.simpleanalytics.com/pricing,2026-06-13,
product-analytics,catalog,pirsch,Pirsch Analytics,pirsch.io,Standard,6,,flat,,,,,,,,,,,,,,RESTful API; SDKs; Google Analytics import; URL shortener; WordPress,https://pirsch.io/pricing,2026-06-13,https://comparetiers.com/tools/pirsch
product-analytics,catalog,pirsch,Pirsch Analytics,pirsch.io,Plus,12,,flat,,,,,,,,,,,,,,RESTful API; SDKs; Google Analytics import; URL shortener; WordPress,https://pirsch.io/pricing,2026-06-13,
product-analytics,catalog,pirsch,Pirsch Analytics,pirsch.io,Enterprise,,,flat,,,,,,,,,,,,,,RESTful API; SDKs; Google Analytics import; URL shortener; WordPress,https://pirsch.io/pricing,2026-06-13,
project-management,catalog,asana,Asana,asana.com,Personal,0,,flat,0,,,,,,,,,,,,,Salesforce; Tableau; Power BI; Slack; Google Workspace; Microsoft Teams; Zapier,https://asana.com/pricing,2026-06-13,
project-management,catalog,asana,Asana,asana.com,Starter,10.99,19,per_seat,0,,,,,,,,,,,,,Salesforce; Tableau; Power BI; Slack; Google Workspace; Microsoft Teams; Zapier,https://asana.com/pricing,2026-06-13,https://buyersprint.com/2026/04/02/asana-pricing-2026/
project-management,catalog,asana,Asana,asana.com,Advanced,24.99,18,per_seat,0,,,,,,,,,,,,,Salesforce; Tableau; Power BI; Slack; Google Workspace; Microsoft Teams; Zapier,https://asana.com/pricing,2026-06-13,https://buyersprint.com/2026/04/02/asana-pricing-2026/
project-management,catalog,asana,Asana,asana.com,Enterprise,,,per_seat,,,,,,,,,,,,,,Salesforce; Tableau; Power BI; Slack; Google Workspace; Microsoft Teams; Zapier,https://asana.com/pricing,2026-06-13,
project-management,catalog,monday-com,monday.com,monday.com,Free,0,,flat,0,,,,,,,,,,,,,Slack; Google Workspace; Microsoft Teams; Salesforce; GitHub; Zapier; Jira,https://monday.com/pricing,2026-06-13,
project-management,catalog,monday-com,monday.com,monday.com,Basic,9,18,per_seat,0,,,,,,,,,,,,,Slack; Google Workspace; Microsoft Teams; Salesforce; GitHub; Zapier; Jira,https://monday.com/pricing,2026-06-13,https://costbench.com/software/project-management/monday/
project-management,catalog,monday-com,monday.com,monday.com,Standard,12,14,per_seat,0,,,,,,,,,,,,,Slack; Google Workspace; Microsoft Teams; Salesforce; GitHub; Zapier; Jira,https://monday.com/pricing,2026-06-13,https://costbench.com/software/project-management/monday/
project-management,catalog,monday-com,monday.com,monday.com,Pro,19,21,per_seat,0,,,,,,,,,,,,,Slack; Google Workspace; Microsoft Teams; Salesforce; GitHub; Zapier; Jira,https://monday.com/pricing,2026-06-13,https://costbench.com/software/project-management/monday/
project-management,catalog,monday-com,monday.com,monday.com,Enterprise,,,per_seat,,,,,,,,,,,,,,Slack; Google Workspace; Microsoft Teams; Salesforce; GitHub; Zapier; Jira,https://monday.com/pricing,2026-06-13,
project-management,catalog,clickup,ClickUp,clickup.com,Free Forever,0,,flat,0,,,,,true,,,,,,,,Slack; HubSpot; Google Drive; GitHub; Zapier; Microsoft Teams; Salesforce,https://clickup.com/pricing,2026-06-13,
project-management,catalog,clickup,ClickUp,clickup.com,Unlimited,7,30,per_seat,0,,,,,true,,,,,,,,Slack; HubSpot; Google Drive; GitHub; Zapier; Microsoft Teams; Salesforce,https://clickup.com/pricing,2026-06-13,https://costbench.com/software/project-management/clickup/
project-management,catalog,clickup,ClickUp,clickup.com,Business,12,37,per_seat,0,,,,,true,,,,,,,,Slack; HubSpot; Google Drive; GitHub; Zapier; Microsoft Teams; Salesforce,https://clickup.com/pricing,2026-06-13,https://costbench.com/software/project-management/clickup/
project-management,catalog,clickup,ClickUp,clickup.com,Enterprise,,,per_seat,,,,,,true,,,,,,,,Slack; HubSpot; Google Drive; GitHub; Zapier; Microsoft Teams; Salesforce,https://clickup.com/pricing,2026-06-13,
project-management,catalog,wrike,Wrike,wrike.com,Free,0,,flat,0,,,,,,,,,,,,,Salesforce; Slack; Microsoft Teams; Google Workspace; Jira; Adobe Creative Cloud; Zapier,https://www.wrike.com/price/,2026-06-13,
project-management,catalog,wrike,Wrike,wrike.com,Team,10,,per_seat,0,,,,,,,,,,,,,Salesforce; Slack; Microsoft Teams; Google Workspace; Jira; Adobe Creative Cloud; Zapier,https://www.wrike.com/price/,2026-06-13,
project-management,catalog,wrike,Wrike,wrike.com,Business,25,,per_seat,0,,,,,,,,,,,,,Salesforce; Slack; Microsoft Teams; Google Workspace; Jira; Adobe Creative Cloud; Zapier,https://www.wrike.com/price/,2026-06-13,
project-management,catalog,wrike,Wrike,wrike.com,Pinnacle,,,per_seat,,,,,,,,,,,,,,Salesforce; Slack; Microsoft Teams; Google Workspace; Jira; Adobe Creative Cloud; Zapier,https://www.wrike.com/price/,2026-06-13,
project-management,catalog,wrike,Wrike,wrike.com,Apex,,,per_seat,,,,,,,,,,,,,,Salesforce; Slack; Microsoft Teams; Google Workspace; Jira; Adobe Creative Cloud; Zapier,https://www.wrike.com/price/,2026-06-13,
project-management,catalog,trello,Trello,trello.com,Free,0,,flat,0,,,,,,,,,,,,,Slack; Google Drive; Microsoft Teams; Jira; Confluence; Zapier; GitHub,https://trello.com/pricing,2026-06-13,
project-management,catalog,trello,Trello,trello.com,Standard,5,17,per_seat,0,,,,,,,,,,,,,Slack; Google Drive; Microsoft Teams; Jira; Confluence; Zapier; GitHub,https://trello.com/pricing,2026-06-13,
project-management,catalog,trello,Trello,trello.com,Premium,10,20,per_seat,0,,,,,,,,,,,,,Slack; Google Drive; Microsoft Teams; Jira; Confluence; Zapier; GitHub,https://trello.com/pricing,2026-06-13,
project-management,catalog,trello,Trello,trello.com,Enterprise,17.5,,per_seat,0,,,,,,,,,,,,,Slack; Google Drive; Microsoft Teams; Jira; Confluence; Zapier; GitHub,https://trello.com/pricing,2026-06-13,
project-management,catalog,notion,Notion,notion.com,Free,0,,flat,0,,,,,,,,,,,,,Slack; Google Drive; GitHub; Jira; Figma; Zapier; Microsoft Teams,https://www.notion.com/pricing,2026-06-13,
project-management,catalog,notion,Notion,notion.com,Plus,9.5,20,per_seat,0,,,,,,,,,,,,,Slack; Google Drive; GitHub; Jira; Figma; Zapier; Microsoft Teams,https://www.notion.com/pricing,2026-06-13,
project-management,catalog,notion,Notion,notion.com,Business,19.5,20,per_seat,0,,,,,,,,,,,,,Slack; Google Drive; GitHub; Jira; Figma; Zapier; Microsoft Teams,https://www.notion.com/pricing,2026-06-13,
project-management,catalog,notion,Notion,notion.com,Enterprise,,,per_seat,,,,,,,,,,,,,,Slack; Google Drive; GitHub; Jira; Figma; Zapier; Microsoft Teams,https://www.notion.com/pricing,2026-06-13,
project-management,catalog,airtable,Airtable,airtable.com,Free,0,,flat,0,,,,,true,,,,,,,,Slack; Google Drive; Salesforce; Jira; Zapier; Microsoft Teams; GitHub,https://www.airtable.com/pricing,2026-06-13,
project-management,catalog,airtable,Airtable,airtable.com,Team,20,,per_seat,0,,,,,true,,,,,,,,Slack; Google Drive; Salesforce; Jira; Zapier; Microsoft Teams; GitHub,https://www.airtable.com/pricing,2026-06-13,
project-management,catalog,airtable,Airtable,airtable.com,Business,45,,per_seat,0,,,,,true,,,,,,,,Slack; Google Drive; Salesforce; Jira; Zapier; Microsoft Teams; GitHub,https://www.airtable.com/pricing,2026-06-13,
project-management,catalog,airtable,Airtable,airtable.com,Enterprise Scale,,,per_seat,,,,,,true,,,,,,,,Slack; Google Drive; Salesforce; Jira; Zapier; Microsoft Teams; GitHub,https://www.airtable.com/pricing,2026-06-13,
project-management,catalog,basecamp,Basecamp,basecamp.com,Free,0,,flat,0,,,,,,,,,,,,,Zapier; Google Workspace; Slack; GitHub,https://basecamp.com/pricing,2026-06-13,
project-management,catalog,basecamp,Basecamp,basecamp.com,Pro,15,,per_seat,0,,,,,,,,,,,,,Zapier; Google Workspace; Slack; GitHub,https://basecamp.com/pricing,2026-06-13,
project-management,catalog,basecamp,Basecamp,basecamp.com,Pro Unlimited,299,,flat,0,,,,,,,,,,,,,Zapier; Google Workspace; Slack; GitHub,https://basecamp.com/pricing,2026-06-13,
proposal-software,catalog,pandadoc,PandaDoc,pandadoc.com,Free,0,,flat,,,,,,true,true,,,,,,,HubSpot; Salesforce; Pipedrive; Monday.com; Stripe; Square; PayPal; QuickBooks; Slack; Zapier; Greenhouse,https://www.pandadoc.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/pandadoc/pricing/
proposal-software,catalog,pandadoc,PandaDoc,pandadoc.com,Starter,19,,per_seat,,,,,,true,true,,,,,,,HubSpot; Salesforce; Pipedrive; Monday.com; Stripe; Square; PayPal; QuickBooks; Slack; Zapier; Greenhouse,https://www.pandadoc.com/pricing/,2026-06-14,https://www.softwareadvice.com/proposal/pandadoc-profile/
proposal-software,catalog,pandadoc,PandaDoc,pandadoc.com,Business,49,,per_seat,,,,,,true,true,,,,,,,HubSpot; Salesforce; Pipedrive; Monday.com; Stripe; Square; PayPal; QuickBooks; Slack; Zapier; Greenhouse,https://www.pandadoc.com/pricing/,2026-06-14,https://www.softwareadvice.com/proposal/pandadoc-profile/
proposal-software,catalog,pandadoc,PandaDoc,pandadoc.com,Enterprise,,,custom,,,,,,true,true,,,,,,,HubSpot; Salesforce; Pipedrive; Monday.com; Stripe; Square; PayPal; QuickBooks; Slack; Zapier; Greenhouse,https://www.pandadoc.com/pricing/,2026-06-14,
proposal-software,catalog,proposify,Proposify,proposify.com,Basic,19,34,per_seat,,,,,,false,false,,,,,,,HubSpot; Salesforce; Pipedrive; Zoho CRM; Microsoft Dynamics; Copper; ActiveCampaign; Slack; Microsoft Teams; Stripe; QuickBooks; Google Drive; Zapier; Asana; Airtable,https://www.proposify.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/proposify/pricing/
proposal-software,catalog,proposify,Proposify,proposify.com,Team,41,16,per_seat,,,,,,false,false,,,,,,,HubSpot; Salesforce; Pipedrive; Zoho CRM; Microsoft Dynamics; Copper; ActiveCampaign; Slack; Microsoft Teams; Stripe; QuickBooks; Google Drive; Zapier; Asana; Airtable,https://www.proposify.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/proposify/pricing/
proposal-software,catalog,proposify,Proposify,proposify.com,Business,,,custom,,,,,,false,false,,,,,,,HubSpot; Salesforce; Pipedrive; Zoho CRM; Microsoft Dynamics; Copper; ActiveCampaign; Slack; Microsoft Teams; Stripe; QuickBooks; Google Drive; Zapier; Asana; Airtable,https://www.proposify.com/pricing/,2026-06-14,
proposal-software,catalog,better-proposals,Better Proposals,betterproposals.io,Starter,13,,per_seat,,,,,,,,,,,,,,HubSpot; Salesforce; Pipedrive; Zoho CRM; ActiveCampaign; Stripe; GoCardless; PayPal; Zapier; Asana; Basecamp; Trello; ClickUp; Intercom; Drift,https://betterproposals.io/pricing,2026-06-14,https://www.getapp.com/content-management-software/a/better-proposals/pricing/
proposal-software,catalog,better-proposals,Better Proposals,betterproposals.io,Premium,21,,per_seat,,,,,,,,,,,,,,HubSpot; Salesforce; Pipedrive; Zoho CRM; ActiveCampaign; Stripe; GoCardless; PayPal; Zapier; Asana; Basecamp; Trello; ClickUp; Intercom; Drift,https://betterproposals.io/pricing,2026-06-14,https://www.getapp.com/content-management-software/a/better-proposals/pricing/
proposal-software,catalog,better-proposals,Better Proposals,betterproposals.io,Enterprise,42,,per_seat,,,,,,,,,,,,,,HubSpot; Salesforce; Pipedrive; Zoho CRM; ActiveCampaign; Stripe; GoCardless; PayPal; Zapier; Asana; Basecamp; Trello; ClickUp; Intercom; Drift,https://betterproposals.io/pricing,2026-06-14,https://www.getapp.com/content-management-software/a/better-proposals/pricing/
proposal-software,catalog,qwilr,Qwilr,qwilr.com,Starter,35,29,per_seat,,,,,,,,,,,,,,HubSpot; Salesforce; Pipedrive; Zoho CRM; Slack; Stripe; QuickBooks; Zapier,https://qwilr.com/pricing/,2026-06-14,https://www.softwareadvice.com/proposal/qwilr-profile/
proposal-software,catalog,qwilr,Qwilr,qwilr.com,Growth,55,,per_seat,,,,,,,,,,,,,,HubSpot; Salesforce; Pipedrive; Zoho CRM; Slack; Stripe; QuickBooks; Zapier,https://qwilr.com/pricing/,2026-06-14,https://www.softwareadvice.com/proposal/qwilr-profile/
proposal-software,catalog,qwilr,Qwilr,qwilr.com,Scale,75,,per_seat,,,,,,,,,,,,,,HubSpot; Salesforce; Pipedrive; Zoho CRM; Slack; Stripe; QuickBooks; Zapier,https://qwilr.com/pricing/,2026-06-14,https://www.softwareadvice.com/proposal/qwilr-profile/
proposal-software,catalog,prospero,Prospero,goprospero.com,Premium,12,37,per_seat,,,,,,,,,,,,,,Stripe; PayPal; Zapier; QuickBooks; Slack,https://goprospero.com/pricing/,2026-06-14,https://www.saasworthy.com/product/goprospero/pricing
proposal-software,catalog,bidsketch,Bidsketch,bidsketch.com,Starter,15,,flat,,,,,,,,,,,,,,Zapier; Freshbooks; Basecamp,https://bidsketch.com/pricing/,2026-06-14,https://www.softwareadvice.com/proposal/bidsketch-profile/
proposal-software,catalog,bidsketch,Bidsketch,bidsketch.com,Solo,29,21,flat,,,,,,,,,,,,,,Zapier; Freshbooks; Basecamp,https://bidsketch.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/bidsketch/pricing/
proposal-software,catalog,bidsketch,Bidsketch,bidsketch.com,Team,79,41,flat,,,,,,,,,,,,,,Zapier; Freshbooks; Basecamp,https://bidsketch.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/bidsketch/pricing/
proposal-software,catalog,bidsketch,Bidsketch,bidsketch.com,Business,149,20,flat,,,,,,,,,,,,,,Zapier; Freshbooks; Basecamp,https://bidsketch.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/bidsketch/pricing/
proposal-software,catalog,nusii,Nusii,nusii.com,Freelancer,29,17,flat,,,,,,,,,,,,,,HubSpot CRM; Pipedrive; Stripe; Slack; Basecamp; Zapier; Make; Intercom; Drift,https://nusii.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/nusii/pricing/
proposal-software,catalog,nusii,Nusii,nusii.com,Agency,49,17,flat,,,,,,,,,,,,,,HubSpot CRM; Pipedrive; Stripe; Slack; Basecamp; Zapier; Make; Intercom; Drift,https://nusii.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/nusii/pricing/
proposal-software,catalog,nusii,Nusii,nusii.com,Business,129,17,flat,,,,,,,,,,,,,,HubSpot CRM; Pipedrive; Stripe; Slack; Basecamp; Zapier; Make; Intercom; Drift,https://nusii.com/pricing/,2026-06-14,https://www.getapp.com/content-management-software/a/nusii/pricing/
push-notifications,catalog,onesignal,OneSignal,onesignal.com,Free,0,,flat,,,,,,,,,,,,,,Segment; Mixpanel; Amplitude; Braze; Shopify; WordPress; HubSpot; Zapier,https://onesignal.com/pricing,2026-06-14,
push-notifications,catalog,onesignal,OneSignal,onesignal.com,Growth,19,,custom,,,,,,,,,,,,,,Segment; Mixpanel; Amplitude; Braze; Shopify; WordPress; HubSpot; Zapier,https://onesignal.com/pricing,2026-06-14,
push-notifications,catalog,onesignal,OneSignal,onesignal.com,Professional,,,custom,,,,,,,,,,,,,,Segment; Mixpanel; Amplitude; Braze; Shopify; WordPress; HubSpot; Zapier,https://onesignal.com/pricing,2026-06-14,
push-notifications,catalog,onesignal,OneSignal,onesignal.com,Enterprise,,,custom,,,,,,,,,,,,,,Segment; Mixpanel; Amplitude; Braze; Shopify; WordPress; HubSpot; Zapier,https://onesignal.com/pricing,2026-06-14,
push-notifications,catalog,pusher-beams,Pusher Beams,pusher.com,Sandbox,0,,flat,,,,,,,,,,,,,,iOS APNs; Android FCM; Web Push,https://pusher.com/beams/pricing,2026-06-14,
push-notifications,catalog,pusher-beams,Pusher Beams,pusher.com,Startup,29,,flat,,,,,,,,,,,,,,iOS APNs; Android FCM; Web Push,https://pusher.com/beams/pricing,2026-06-14,
push-notifications,catalog,pusher-beams,Pusher Beams,pusher.com,Pro,99,,flat,,,,,,,,,,,,,,iOS APNs; Android FCM; Web Push,https://pusher.com/beams/pricing,2026-06-14,
push-notifications,catalog,pusher-beams,Pusher Beams,pusher.com,Business,199,,flat,,,,,,,,,,,,,,iOS APNs; Android FCM; Web Push,https://pusher.com/beams/pricing,2026-06-14,
push-notifications,catalog,pusher-beams,Pusher Beams,pusher.com,Premium,399,,flat,,,,,,,,,,,,,,iOS APNs; Android FCM; Web Push,https://pusher.com/beams/pricing,2026-06-14,
push-notifications,catalog,pusher-beams,Pusher Beams,pusher.com,Enterprise,,,custom,,,,,,,,,,,,,,iOS APNs; Android FCM; Web Push,https://pusher.com/beams/pricing,2026-06-14,
push-notifications,catalog,airship,Airship,airship.com,Essentials,,,custom,,,,,,,,,,,,,,Salesforce; Adobe Experience Cloud; mParticle; Segment; Braze,https://airship.com/pricing/,2026-06-14,
push-notifications,catalog,airship,Airship,airship.com,Enterprise,,,custom,,,,,,,,,,,,,,Salesforce; Adobe Experience Cloud; mParticle; Segment; Braze,https://airship.com/pricing/,2026-06-14,
push-notifications,catalog,braze,Braze,braze.com,Braze Go,,,custom,,,,,,,,,,,,,,Segment; mParticle; Amplitude; Snowflake; Salesforce; Google Ads; Facebook Ads; Shopify; Contentful,https://www.braze.com/pricing,2026-06-14,
